时间,振动幅值,温度
0.001417,-0.073033,24.878
0.001438,-0.138137,25.05
0.001458,-0.185296,24.668
0.001479,-0.196147,25.221
0.0015,-0.16276,24.666
0.001521,-0.063852,25.2
0.001542,0.085136,25.157
0.001562,0.244557,24.58
0.001583,0.378939,24.936
0.001604,0.4695,24.905
0.001625,0.507895,24.684
0.001646,0.484107,25.016
0.001667,0.396884,24.898
0.001688,0.248313,25.073
0.001708,0.040481,25.08
0.001729,-0.191556,24.675
0.00175,-0.378104,25.036
0.001771,-0.463657,25.495
0.001792,-0.432357,25.257
0.001812,-0.307575,24.874
0.001833,-0.107255,24.998
0.001854,0.121027,24.92
0.001875,0.340544,24.309
0.001896,0.533769,24.951
0.001917,0.646449,24.641
0.001938,0.660639,25.01
0.001958,0.561731,24.936
0.001979,0.391041,24.646
0.002,0.196147,24.753
0.002021,-0.008347,24.828
0.002042,-0.174863,24.244
0.002062,-0.302984,25.28
0.002083,-0.36308,25.332
0.002104,-0.343465,24.946
0.002125,-0.247479,25.074
0.002146,-0.084301,24.502
0.002167,0.070529,24.844
0.002188,0.174445,24.937
0.002208,0.214092,24.406
0.002229,0.20658,24.894
0.00225,0.177784,24.647
0.002271,0.110176,24.958
0.002292,-0.004591,24.705
0.002312,-0.128539,25.064
0.002333,-0.238715,25.059
0.002354,-0.300063,25.008
0.002375,-0.284621,24.465
0.002396,-0.217848,24.709
0.002417,-0.110593,25.282
0.002438,-0.004591,24.723
0.002458,0.099325,24.97
0.002479,0.197816,25.093
0.0025,0.257912,24.736
0.002521,0.267928,25.12
0.002542,0.200737,24.515
0.002562,0.081797,25.334
0.002583,-0.063435,24.328
0.002604,-0.180288,25.188
0.002625,-0.241219,25.056
0.002646,-0.261251,24.992
0.002667,-0.24414,25.113
0.002688,-0.216179,25.111
0.002708,-0.136885,24.488
0.002729,-0.007512,25.107
0.00275,0.126869,25.091
0.002771,0.239967,25.719
0.002792,0.271267,24.746
0.002812,0.230785,24.916
0.002833,0.148153,24.843
0.002854,0.035891,25.444
0.002875,-0.082215,24.938
0.002896,-0.212423,24.624
0.002917,-0.316756,24.865
0.002938,-0.348891,25.107
0.002958,-0.298811,25.147
0.002979,-0.161508,25.469
0.003,-0.002921,25.25
0.003021,0.126869,24.883
0.003042,0.212423,24.804
0.003062,0.243305,24.68
0.003083,0.255408,25.262
0.003104,0.239967,24.769
0.003125,0.17528,24.773
0.003146,0.069277,24.636
0.003167,-0.072616,25.341
0.003188,-0.193225,25.463
0.003208,-0.265007,24.822
0.003229,-0.273353,24.799
0.00325,-0.235376,24.752
0.003271,-0.181123,25.18
0.003292,-0.085136,25.484
0.003312,0.035891,24.892
0.003333,0.177784,24.75
0.003354,0.294637,25.14
0.003375,0.328024,25.282
0.003396,0.300897,24.798
0.003417,0.216179,24.881
0.003438,0.079293,25.344
0.003458,-0.06886,24.652
0.003479,-0.214927,24.887
0.0035,-0.343883,25.341
0.003521,-0.436948,25.04
0.003542,-0.460736,24.985
0.003562,-0.373931,25.39
0.003583,-0.186131,24.77
0.003604,0.065939,24.929
0.003625,0.321764,24.765
0.003646,0.542116,25.13
0.003667,0.699451,25.283
0.003688,0.752869,24.844
0.003708,0.69486,25.277
0.003729,0.509564,24.37
0.00375,0.221604,24.934
0.003771,-0.100995,25.027
0.003792,-0.428184,25.158
0.003812,-0.66982,25.172
0.003833,-0.787508,25.106
0.003854,-0.80754,25.273
0.003875,-0.686513,25.219
0.003896,-0.444043,24.809
0.003917,-0.105585,24.939
0.003938,0.274605,25.381
0.003958,0.604716,25.009
0.003979,0.841761,24.979
0.004,0.939835,25.581
0.004021,0.903944,25.057
0.004042,0.717813,25.38
0.004062,0.426097,25.212
0.004083,0.096821,25.065
0.004104,-0.252904,24.914
0.004125,-0.546707,25.07
0.004146,-0.759964,24.812
0.004167,-0.831745,25.012
0.004188,-0.756625,24.933
0.004208,-0.571747,24.92
0.004229,-0.288377,24.756
0.00425,0.015859,25.446
0.004271,0.320512,25.109
0.004292,0.58218,24.935
0.004312,0.752452,24.798
0.004333,0.811713,24.727
0.004354,0.737011,24.96
0.004375,0.542951,24.969
0.004396,0.279613,24.81
0.004417,0.001252,24.461
0.004438,-0.252069,25.043
0.004458,-0.447381,25.332
0.004479,-0.554219,25.038
0.0045,-0.558392,24.574
0.004521,-0.465327,24.734
0.004542,-0.279196,24.887
0.004562,-0.045907,25.185
0.004583,0.188217,25.089
0.004604,0.377269,24.902
0.004625,0.48202,25.092
0.004646,0.489532,24.682
0.004667,0.398136,25.21
0.004688,0.246644,24.948
0.004708,0.074703,25.334
0.004729,-0.084719,25.024
0.00475,-0.20658,25.172
0.004771,-0.27544,24.689
0.004792,-0.274188,24.978
0.004812,-0.217848,25.595
0.004833,-0.112263,24.596
0.004854,0.014189,24.824
0.004875,0.120192,25.636
0.004896,0.1878,24.736
0.004917,0.201572,24.822
0.004938,0.178619,25.393
0.004958,0.111428,25.174
0.004979,0.015859,25.197
0.005,-0.067608,25.734
0.005021,-0.135216,25.026
0.005042,-0.173193,25.174
0.005062,-0.176532,25.127
0.005083,-0.128121,24.892
0.005104,-0.032135,25.461
0.005125,0.075537,25.135
0.005146,0.170272,25.1
0.005167,0.226195,24.203
0.005188,0.231203,25.023
0.005208,0.183209,24.826
0.005229,0.086388,24.961
0.00525,-0.035891,25.07
0.005271,-0.172359,25.151
0.005292,-0.306323,25.153
0.005312,-0.396049,25.508
0.005333,-0.434861,24.821
0.005354,-0.407735,25.069
0.005375,-0.317591,25.308
0.005396,-0.192808,25.069
0.005417,-0.04382,25.263
0.005438,0.070947,24.46
0.005458,0.134381,24.78
0.005479,0.13772,25.525
0.0055,0.102247,25.128
0.005521,0.100577,24.987
0.005542,0.152327,24.956
0.005562,0.26918,24.932
0.005583,0.397719,25.526
0.005604,0.499965,25.51
0.005625,0.561731,25.137
0.005646,0.550045,25.467
0.005667,0.472839,25.204
0.005688,0.247061,25.073
0.005708,-0.189052,25.314
0.005729,-0.811296,25.154
0.00575,-1.481951,25.421
0.005771,-1.911804,24.623
0.005792,-1.938931,25.624
0.005812,-1.578772,24.995
0.005833,-0.887251,25.096
0.005854,0.01878,24.922
0.005875,1.05168,24.721
0.005896,2.130069,24.929
0.005917,3.027753,24.822
0.005938,3.462615,24.579
0.005958,3.202616,25.111
0.005979,2.215623,24.77
0.006,0.739515,24.889
0.006021,-0.905613,25.07
0.006042,-2.390903,24.718
0.006062,-3.463867,24.529
0.006083,-3.980525,24.709
0.006104,-3.829868,24.951
0.006125,-2.970161,25.051
0.006146,-1.462336,25.088
0.006167,0.464909,24.814
0.006188,2.448912,25.449
0.006208,4.065244,25.217
0.006229,4.924116,25.129
0.00625,4.837311,24.796
0.006271,3.844057,24.571
0.006292,2.201016,25.067
0.006312,0.216596,25.268
0.006333,-1.818739,24.816
0.006354,-3.540239,24.7
0.006375,-4.634904,24.715
0.006396,-4.917439,24.913
0.006417,-4.318565,24.84
0.006438,-2.983933,25.696
0.006458,-1.227795,24.314
0.006479,0.646032,24.721
0.0065,2.36628,24.999
0.006521,3.666273,25.324
0.006542,4.293525,24.751
0.006562,4.075677,25.257
0.006583,3.072825,24.693
0.006604,1.590457,25.065
0.006625,-0.021701,24.708
0.006646,-1.463588,24.995
0.006667,-2.521528,25.126
0.006688,-3.075747,24.9
0.006708,-3.085763,25.146
0.006729,-2.569104,24.525
0.00675,-1.597552,24.561
0.006771,-0.364332,24.808
0.006792,0.864297,25.085
0.006812,1.802045,25.059
0.006833,2.276553,24.734
0.006854,2.258608,24.309
0.006875,1.774919,25.027
0.006896,0.999096,25.552
0.006917,0.11894,24.664
0.006938,-0.714475,24.745
0.006958,-1.32086,25.066
0.006979,-1.586284,25.093
0.007,-1.409752,25.03
0.007021,-0.804619,25.352
0.007042,0.022953,24.734
0.007062,0.848856,24.742
0.007083,1.449399,24.799
0.007104,1.671837,25.056
0.007125,1.493636,24.93
0.007146,0.940669,24.662
0.007167,0.129791,25.271
0.007188,-0.778327,24.73
0.007208,-1.603812,24.394
0.007229,-2.130904,24.713
0.00725,-2.213953,25.237
0.007271,-1.819156,24.63
0.007292,-1.021215,25.14
0.007312,0.001252,25.14
0.007333,1.071712,25.114
0.007354,2.001113,24.97
0.007375,2.601656,24.954
0.007396,2.732281,25.127
0.007417,2.296585,24.852
0.007438,1.391389,24.552
0.007458,0.208249,24.968
0.007479,-1.045003,24.565
0.0075,-2.132573,24.635
0.007521,-2.889616,24.531
0.007542,-3.175489,24.511
0.007562,-2.924255,24.69
0.007583,-2.160117,24.798
0.007604,-0.967796,25.049
0.007625,0.424845,24.706
0.007646,1.780761,25.075
0.007667,2.861655,24.865
0.007688,3.429228,24.601
0.007708,3.390833,25.157
0.007729,2.735203,24.851
0.00775,1.585867,24.768
0.007771,0.177367,24.023
0.007792,-1.257843,24.771
0.007812,-2.460597,24.927
0.007833,-3.237255,24.512
0.007854,-3.474717,25.072
0.007875,-3.099952,25.113
0.007896,-2.19726,24.822
0.007917,-0.961536,24.462
0.007938,0.391041,24.637
0.007958,1.630521,25.002
0.007979,2.562844,24.47
0.008,3.001044,25.511
0.008021,2.859151,25.143
0.008042,2.178897,25.152
0.008062,1.110524,24.932
0.008083,-0.097656,25.486
0.008104,-1.214857,24.862
0.008125,-2.046603,25.139
0.008146,-2.476873,25.212
0.008167,-2.455172,24.964
0.008188,-1.975656,24.429
0.008208,-1.164777,25.764
0.008229,-0.189887,24.847
0.00825,0.761633,24.846
0.008271,1.507825,24.806
0.008292,1.938096,25.018
0.008312,1.972735,24.976
0.008333,1.633443,24.644
0.008354,1.004521,25.226
0.008375,0.223691,25.157
0.008396,-0.548376,24.762
0.008417,-1.193991,24.839
0.008438,-1.572929,25.044
0.008458,-1.619671,24.025
0.008479,-1.333797,24.703
0.0085,-0.768311,25.006
0.008521,-0.05008,24.972
0.008542,0.701955,24.789
0.008562,1.350491,24.577
0.008583,1.759895,26.001
0.008604,1.844613,24.496
0.008625,1.563331,25.229
0.008646,0.975725,24.65
0.008667,0.234124,24.723
0.008688,-0.508729,25.174
0.008708,-1.109272,24.537
0.008729,-1.470683,25.112
0.00875,-1.545803,25.144
0.008771,-1.287891,25.389
0.008792,-0.755373,25.349
0.008812,-0.054671,25.535
0.008833,0.679419,25.363
0.008854,1.267024,25.644
0.008875,1.599639,25.024
0.008896,1.607985,24.784
0.008917,1.303332,24.377
0.008938,0.778327,24.766
0.008958,0.147319,25.077
0.008979,-0.477012,24.927
0.009,-0.993253,25.112
0.009021,-1.301663,24.949
0.009042,-1.331293,24.527
0.009062,-1.071295,24.794
0.009083,-0.581345,25.277
0.009104,0.011685,24.875
0.009125,0.585936,25.06
0.009146,1.042499,25.073
0.009167,1.295403,24.396
0.009188,1.307505,25.187
0.009208,1.045837,25.143
0.009229,0.563817,24.932
0.00925,-0.029213,24.985
0.009271,-0.616819,25.376
0.009292,-1.059609,24.777
0.009312,-1.28956,25.026
0.009333,-1.265772,24.882
0.009354,-1.002017,25.097
0.009375,-0.555888,24.632
0.009396,0.012103,24.763
0.009417,0.587188,25.218
0.009438,1.043751,24.957
0.009458,1.283717,25.208
0.009479,1.244905,24.946
0.0095,0.944843,25.219
0.009521,0.454476,25.061
0.009542,-0.121444,25.273
0.009562,-0.664812,24.865
0.009583,-1.097587,24.848
0.009604,-1.33338,25.069
0.009625,-1.313348,25.305
0.009646,-1.020797,24.847
0.009667,-0.501635,24.567
0.009688,0.110593,25.707
0.009708,0.705293,25.304
0.009729,1.155179,25.246
0.00975,1.383043,24.892
0.009771,1.360924,25.151
0.009792,1.060861,24.99
0.009812,0.562983,24.72
0.009833,-0.049245,25.215
0.009854,-0.656048,25.033
0.009875,-1.119288,24.455
0.009896,-1.390137,25.038
0.009917,-1.408083,25.264
0.009938,-1.191069,25.283
0.009958,-0.804619,25.242
0.009979,-0.290047,25.296
0.01,0.256243,24.813
0.010021,0.729499,25.347
0.010042,1.038325,24.851
0.010062,1.130973,24.714
0.010083,1.009947,25.062
0.010104,0.708632,25.19
0.010125,0.307157,25.213
0.010146,-0.101412,25.096
0.010167,-0.462405,24.274
0.010188,-0.726995,25.177
0.010208,-0.860541,25.239
0.010229,-0.838423,24.774
0.01025,-0.677332,24.765
0.010271,-0.436531,25.425
0.010292,-0.165681,24.843
0.010312,0.060931,24.924
0.010333,0.22536,25.039
0.010354,0.332197,25.04
0.010375,0.380608,25.11
0.010396,0.376435,25.284
0.010417,0.305905,25.466
0.010438,0.211588,24.948
0.010458,0.127287,25.478
0.010479,0.067608,24.823
0.0105,0.046741,24.938
0.010521,0.031717,25.449
0.010542,0.002504,25.456
0.010562,-0.042151,25.201
0.010583,-0.086388,24.64
0.010604,-0.118523,25.133
0.010625,-0.143145,24.703
0.010646,-0.149823,24.759
0.010667,-0.159004,24.898
0.010688,-0.156917,24.969
0.010708,-0.111011,24.699
0.010729,-0.017528,25.146
0.01075,0.121027,25.11
0.010771,0.242471,25.053
0.010792,0.345135,25.6
0.010812,0.445712,25.473
0.010833,0.489115,25.403
0.010854,0.460319,25.378
0.010875,0.358907,24.834
0.010896,0.184461,25.621
0.010917,-0.017528,25.148
0.010938,-0.218265,25.614
0.010958,-0.372261,24.674
0.010979,-0.426515,25.227
0.011,-0.407735,25.537
0.011021,-0.309661,24.121
0.011042,-0.151075,25.257
0.011062,0.051749,24.593
0.011083,0.292133,24.855
0.011104,0.486611,24.98
0.011125,0.599291,24.668
0.011146,0.621827,24.6
0.011167,0.560061,25.552
0.011188,0.441121,24.501
0.011208,0.267511,24.865
0.011229,0.085136,24.969
0.01125,-0.083884,24.8
0.011271,-0.238715,24.832
0.011292,-0.329276,25.02
0.011312,-0.342631,24.833
0.011333,-0.280031,25.072
0.011354,-0.180705,25.449
0.011375,-0.078876,24.908
0.011396,0.032552,25.004
0.011417,0.127287,25.484
0.011438,0.206997,25.341
0.011458,0.253739,24.727
0.011479,0.267928,25.373
0.0115,0.259581,24.721
0.011521,0.196147,24.406
0.011542,0.124365,24.709
0.011562,0.065939,25.097
0.011583,0.030048,24.561
0.011604,0.022119,24.628
0.011625,-0.012103,25.011
0.011646,-0.049245,25.241
0.011667,-0.067191,24.744
0.011688,-0.078459,25.146
0.011708,-0.083467,25.257
0.011729,-0.100995,25.194
0.01175,-0.100995,24.83
0.011771,-0.078876,24.724
0.011792,-0.054671,25.27
0.011812,-0.005008,25.378
0.011833,0.049245,24.677
0.011854,0.106837,24.78
0.011875,0.157752,25.262
0.011896,0.174863,25.23
0.011917,0.164847,24.933
0.011938,0.098491,25.185
0.011958,-0.01252,25.203
0.011979,-0.133964,25.378
0.012,-0.26918,24.437
0.012021,-0.356403,24.977
0.012042,-0.383112,24.927
0.012062,-0.363497,25.558
0.012083,-0.267511,25.114
0.012104,-0.140224,24.438
0.012125,0.007095,24.829
0.012146,0.151909,25.166
0.012167,0.252069,24.799
0.012188,0.295472,25.134
0.012208,0.251235,25.309
0.012229,0.146067,25.228
0.01225,0.000835,24.851
0.012271,-0.13772,25.109
0.012292,-0.235376,25.255
0.012312,-0.301315,25.505
0.012333,-0.30674,24.636
0.012354,-0.270849,24.55
0.012375,-0.201572,24.642
0.012396,-0.089727,24.824
0.012417,0.030048,25.205
0.012438,0.140224,25.145
0.012458,0.21284,25.254
0.012479,0.240384,25.279
0.0125,0.234124,25.154
0.012521,0.176115,24.702
0.012542,0.085136,25.222
0.012562,0.00626,25.477
0.012583,-0.051332,25.045
0.012604,-0.084301,25.54
0.012625,-0.0939,24.845
0.012646,-0.086805,25.204
0.012667,-0.060931,25.352
0.012688,-0.025875,25.12
0.012708,0.019197,24.941
0.012729,0.061765,25.167
0.01275,0.083049,25.06
0.012771,0.075955,25.649
0.012792,0.050497,24.973
0.012812,0.033804,25.313
0.012833,0.021284,25.496
0.012854,0.020449,24.767
0.012875,0.034221,24.901
0.012896,0.063017,24.937
0.012917,0.118523,25.179
0.012938,0.163595,24.673
0.012958,0.196564,25.089
0.012979,0.217431,25.456
0.013,0.202407,25.129
0.013021,0.161925,24.571
0.013042,0.101412,24.494
0.013062,0.029213,24.842
0.013083,-0.027127,25.712
0.013104,-0.060931,24.664
0.013125,-0.073033,24.513
0.013146,-0.04382,24.785
0.013167,0.009599,25.69
0.013188,0.086388,24.762
0.013208,0.184879,24.967
0.013229,0.274188,24.979
0.01325,0.341379,25.112
0.013271,0.366419,25.09
0.013292,0.346387,25.085
0.013312,0.284621,24.839
0.013333,0.18154,24.778
0.013354,0.042985,24.868
0.013375,-0.111428,25.14
0.013396,-0.263337,25.238
0.013417,-0.372261,25.0
0.013438,-0.405648,24.7
0.013458,-0.368088,25.633
0.013479,-0.263755,25.298
0.0135,-0.116436,25.243
0.013521,0.075537,25.309
0.013542,0.277944,25.643
0.013562,0.425263,25.084
0.013583,0.505391,25.253
0.013604,0.48202,25.337
0.013625,0.368088,24.582
0.013646,0.184461,25.135
0.013667,-0.042985,24.376
0.013688,-0.252904,24.996
0.013708,-0.431523,24.687
0.013729,-0.541281,24.71
0.01375,-0.568408,24.847
0.013771,-0.50706,24.976
0.013792,-0.353064,25.434
0.013812,-0.157752,24.539
0.013833,0.04382,24.861
0.013854,0.201989,24.891
0.013875,0.285456,24.691
0.013896,0.295472,25.036
0.013917,0.230368,24.52
0.013938,0.113515,25.281
0.013958,-0.033387,24.645
0.013979,-0.195729,24.681
0.014,-0.336371,25.191
0.014021,-0.41942,24.269
0.014042,-0.423176,24.973
0.014062,-0.349725,24.856
0.014083,-0.22536,25.064
0.014104,-0.071781,25.127
0.014125,0.073868,25.047
0.014146,0.201572,24.705
0.014167,0.289212,24.175
0.014188,0.300063,25.282
0.014208,0.246227,25.106
0.014229,0.138137,25.187
0.01425,0.020032,24.726
0.014271,-0.086388,24.849
0.014292,-0.182375,24.504
0.014312,-0.233707,25.3
0.014333,-0.262085,25.584
0.014354,-0.254156,25.028
0.014375,-0.191139,24.959
0.014396,-0.109341,25.027
0.014417,0.001669,25.002
0.014438,0.094735,25.092
0.014458,0.145232,25.29
0.014479,0.178619,24.644
0.0145,0.159004,25.607
0.014521,0.117271,25.083
0.014542,0.060931,25.167
0.014562,-0.017945,25.228
0.014583,-0.089727,24.961
0.014604,-0.170272,25.291
0.014625,-0.215761,24.76
0.014646,-0.201572,24.881
0.014667,-0.159004,25.108
0.014688,-0.086805,24.622
0.014708,-0.011685,24.811
0.014729,0.065104,25.06
0.01475,0.133964,25.46
0.014771,0.156083,24.713
0.014792,0.138137,24.654
0.014812,0.082632,24.379
0.014833,0.036308,25.079
0.014854,0.079711,25.797
0.014875,0.208667,25.092
0.014896,0.375183,24.983
0.014917,0.515824,25.13
0.014938,0.579676,24.924
0.014958,0.557975,25.16
0.014979,0.422341,25.65
0.015,0.160256,24.98
0.015021,-0.266259,25.028
0.015042,-0.778327,25.095
0.015062,-1.256173,25.395
0.015083,-1.464005,25.066
0.015104,-1.296655,25.433
0.015125,-0.999513,24.939
0.015146,-0.564235,25.101
0.015167,-0.085136,24.713
0.015188,0.461988,24.739
0.015208,1.215275,25.446
0.015229,1.918899,25.2
0.01525,2.379217,25.309
0.015271,2.389651,24.758
0.015292,1.832511,25.226
0.015312,0.924393,25.191
0.015333,-0.188635,24.925
0.015354,-1.321695,24.934
0.015375,-2.226473,24.764
0.015396,-2.872088,24.988
0.015417,-3.042777,25.541
0.015438,-2.619184,25.267
0.015458,-1.659735,25.249
0.015479,-0.279196,25.343
0.0155,1.205676,25.33
0.015521,2.483133,24.959
0.015542,3.318217,25.018
0.015562,3.569452,24.813
0.015583,3.1926,25.186
0.015604,2.302428,25.486
0.015625,0.999513,24.932
0.015646,-0.504139,24.471
0.015667,-1.907631,24.537
0.015688,-2.978091,25.157
0.015708,-3.470127,25.157
0.015729,-3.368297,25.212
0.01575,-2.749809,25.033
0.015771,-1.739445,24.877
0.015792,-0.511233,24.712
0.015812,0.810461,25.531
0.015833,2.037421,24.868
0.015854,2.891703,25.273
0.015875,3.120819,25.914
0.015896,2.747723,24.973
0.015917,1.891355,25.134
0.015938,0.774153,25.035
0.015958,-0.334284,24.986
0.015979,-1.326285,25.079
0.016,-2.063296,25.05
0.016021,-2.441817,24.67
0.016042,-2.348335,24.921
0.016062,-1.77158,25.261
0.016083,-0.872227,25.061
0.016104,0.103499,25.006
0.016125,0.906448,24.516
0.016146,1.439383,24.772
0.016167,1.671003,24.43
0.016188,1.606733,25.03
0.016208,1.266189,25.013
0.016229,0.717813,24.697
0.01625,0.093483,25.623
0.016271,-0.486193,25.196
0.016292,-0.901023,25.628
0.016312,-1.017876,24.948
0.016333,-0.858037,24.972
0.016354,-0.489949,25.437
0.016375,-0.005843,24.905
0.016396,0.419003,24.603
0.016417,0.752869,24.695
0.016438,0.919385,24.669
0.016458,0.835919,25.08
0.016479,0.510816,25.209
0.0165,-0.018363,24.556
0.016521,-0.579259,24.847
0.016542,-1.022049,25.246
0.016562,-1.239063,24.819
0.016583,-1.174793,25.348
0.016604,-0.866384,25.085
0.016625,-0.33178,24.937
0.016646,0.353899,24.979
0.016667,1.065035,25.138
0.016688,1.633443,25.081
0.016708,1.905127,25.106
0.016729,1.814983,25.337
0.01675,1.360924,24.7
0.016771,0.663977,25.127
0.016792,-0.141059,25.265
0.016812,-0.966127,24.62
0.016833,-1.655561,25.318
0.016854,-2.076233,24.404
0.016875,-2.149267,25.524
0.016896,-1.797037,24.732
0.016917,-1.099256,24.538
0.016938,-0.198233,25.11
0.016958,0.770815,24.728
0.016979,1.627183,25.487
0.017,2.231064,25.091
0.017021,2.447243,24.624
0.017042,2.227725,24.708
0.017062,1.610489,24.493
0.017083,0.689435,25.038
0.017104,-0.337205,24.646
0.017125,-1.280796,24.946
0.017146,-1.99694,24.495
0.017167,-2.374209,25.354
0.017188,-2.3475,25.374
0.017208,-1.925159,24.934
0.017229,-1.183975,25.235
0.01725,-0.243723,24.781
0.017271,0.71364,25.177
0.017292,1.52118,25.477
0.017312,2.036587,24.376
0.017333,2.173889,24.727
0.017354,1.927663,25.301
0.017375,1.358003,24.879
0.017396,0.598039,25.313
0.017417,-0.215344,25.306
0.017438,-0.944008,24.849
0.017458,-1.470265,24.149
0.017479,-1.698129,25.179
0.0175,-1.608403,24.479
0.017521,-1.247409,24.88
0.017542,-0.691104,24.835
0.017562,-0.070529,24.89
0.017583,0.522084,24.942
0.017604,1.008277,25.287
0.017625,1.290395,24.92
0.017646,1.330041,24.786
0.017667,1.119288,25.238
0.017688,0.70112,25.235
0.017708,0.202824,24.745
0.017729,-0.274605,25.136
0.01775,-0.647284,24.138
0.017771,-0.852195,24.478
0.017792,-0.868888,24.989
0.017812,-0.693191,24.69
0.017833,-0.373931,25.299
0.017854,0.017111,25.211
0.017875,0.392711,25.563
0.017896,0.668985,25.379
0.017917,0.817973,25.154
0.017938,0.8138,24.77
0.017958,0.646449,24.887
0.017979,0.357237,25.12
0.018,0.014189,24.81
0.018021,-0.302149,24.963
0.018042,-0.530848,25.41
0.018062,-0.608472,24.873
0.018083,-0.512068,25.102
0.018104,-0.282952,25.265
0.018125,0.032135,25.093
0.018146,0.345135,25.342
0.018167,0.570077,24.892
0.018188,0.68234,24.877
0.018208,0.667316,25.438
0.018229,0.525423,25.087
0.01825,0.267928,24.816
0.018271,-0.049663,24.794
0.018292,-0.363497,24.976
0.018312,-0.615984,24.714
0.018333,-0.726577,25.35
0.018354,-0.675245,24.783
0.018375,-0.484107,25.175
0.018396,-0.188635,24.859
0.018417,0.15024,25.296
0.018438,0.464075,24.265
0.018458,0.687765,25.008
0.018479,0.774988,24.88
0.0185,0.696947,24.703
0.018521,0.449885,25.551
0.018542,0.098073,24.946
0.018562,-0.291299,24.793
0.018583,-0.645615,24.857
0.018604,-0.877235,24.743
0.018625,-0.9703,25.204
0.018646,-0.893511,25.071
0.018667,-0.647701,25.09
0.018688,-0.30048,25.185
0.018708,0.092648,25.328
0.018729,0.443208,24.628
0.01875,0.688183,24.718
0.018771,0.797107,24.607
0.018792,0.737845,25.453
0.018812,0.547541,25.404
0.018833,0.261668,25.15
0.018854,-0.069695,24.926
0.018875,-0.379356,25.211
0.018896,-0.624331,24.971
0.018917,-0.750783,25.395
0.018938,-0.745357,25.32
0.018958,-0.611393,25.072
0.018979,-0.378104,24.414
0.019,-0.10642,25.258
0.019021,0.183209,24.922
0.019042,0.4382,25.272
0.019062,0.598456,25.023
0.019083,0.645615,25.635
0.019104,0.549628,24.697
0.019125,0.36308,24.476
0.019146,0.131877,25.361
0.019167,-0.111011,25.149
0.019188,-0.298811,25.046
0.019208,-0.431523,25.301
0.019229,-0.472421,24.934
0.01925,-0.427767,25.175
0.019271,-0.323016,24.882
0.019292,-0.148988,24.892
0.019312,0.011685,24.444
0.019333,0.146901,25.08
0.019354,0.256243,24.853
0.019375,0.313,24.777
0.019396,0.332197,24.898
0.019417,0.310079,24.898
0.019438,0.270015,25.41
0.019458,0.209501,25.327
0.019479,0.135633,25.319
0.0195,0.065104,25.378
0.019521,0.005425,24.94
0.019542,-0.041316,24.544
0.019562,-0.083884,25.294
0.019583,-0.123531,24.734
0.019604,-0.151909,24.78
0.019625,-0.156083,25.521
0.019646,-0.153161,24.714
0.019667,-0.133964,25.372
0.019688,-0.096821,24.796
0.019708,-0.04382,24.734
0.019729,0.024205,25.159
0.01975,0.097656,25.012
0.019771,0.199068,24.488
0.019792,0.297559,24.643
0.019812,0.380608,24.815
0.019833,0.436948,25.552
0.019854,0.439035,25.386
0.019875,0.386451,25.222
0.019896,0.259581,25.03
0.019917,0.06886,25.285
0.019938,-0.156083,24.793
0.019958,-0.364749,25.351
0.019979,-0.515407,25.064
0.02,-0.581763,24.83
0.020021,-0.526675,25.341
0.020042,-0.371009,25.098
0.020062,-0.148153,25.07
0.020083,0.111011,25.25
0.020104,0.350143,24.903
