时间,振动幅值,温度
0.004146,-0.163177,25.235
0.004167,0.038812,24.977
0.004188,0.308827,25.116
0.004208,0.587188,24.768
0.004229,0.790012,24.963
0.00425,0.833415,25.233
0.004271,0.684844,25.415
0.004292,0.350143,24.697
0.004312,-0.089309,24.782
0.004333,-0.508729,24.938
0.004354,-0.785421,25.016
0.004375,-0.869305,25.056
0.004396,-0.784169,24.823
0.004417,-0.597621,24.436
0.004438,-0.334284,24.741
0.004458,-0.014189,24.809
0.004479,0.309661,24.648
0.0045,0.606803,24.725
0.004521,0.709049,25.275
0.004542,0.602212,25.232
0.004562,0.326772,25.422
0.004583,-0.055923,25.241
0.004604,-0.339292,25.135
0.004625,-0.512903,24.736
0.004646,-0.574668,25.386
0.004667,-0.561731,24.726
0.004688,-0.477012,24.48
0.004708,-0.374348,24.596
0.004729,-0.336371,24.683
0.00475,-0.29422,25.013
0.004771,-0.274188,25.103
0.004792,-0.280031,24.529
0.004812,-0.274605,25.15
0.004833,-0.209084,25.152
0.004854,-0.076372,25.08
0.004875,0.063852,25.07
0.004896,0.221604,25.244
0.004917,0.399388,25.256
0.004938,0.552967,25.409
0.004958,0.629339,24.528
0.004979,0.535856,25.133
0.005,0.300063,25.323
0.005021,0.020867,24.369
0.005042,-0.243723,25.01
0.005062,-0.372679,25.353
0.005083,-0.350977,24.572
0.005104,-0.249565,24.996
0.005125,-0.102664,24.92
0.005146,0.047576,24.997
0.005167,0.217013,24.823
0.005188,0.39438,25.526
0.005208,0.531683,25.335
0.005229,0.572164,24.969
0.00525,0.483689,24.931
0.005271,0.350977,24.619
0.005292,0.240801,24.832
0.005312,0.156917,24.871
0.005333,0.089727,24.902
0.005354,0.030048,25.444
0.005375,-0.034221,25.22
0.005396,-0.078459,24.919
0.005417,-0.030465,25.146
0.005438,0.10642,25.091
0.005458,0.24414,24.733
0.005479,0.335953,24.576
0.0055,0.381025,25.011
0.005521,0.390207,24.781
0.005542,0.384781,24.92
0.005562,0.330528,24.907
0.005583,0.267093,25.011
0.005604,0.214509,25.072
0.005625,0.212423,25.211
0.005646,0.316756,25.836
0.005667,0.454059,24.948
0.005688,0.591361,24.79
0.005708,0.640607,25.346
0.005729,0.560896,24.599
0.00575,0.379773,25.006
0.005771,0.149823,25.337
0.005792,-0.068025,24.895
0.005812,-0.256243,24.875
0.005833,-0.393545,24.728
0.005854,-0.440704,24.925
0.005875,-0.357655,24.945
0.005896,-0.210753,24.516
0.005917,-0.022953,24.737
0.005938,0.120609,25.487
0.005958,0.109341,25.065
0.005979,-0.021284,25.134
0.006,-0.216596,25.084
0.006021,-0.387285,25.262
0.006042,-0.488697,24.942
0.006062,-0.5008,24.812
0.006083,-0.42568,24.772
0.006104,-0.270015,24.562
0.006125,-0.030465,24.57
0.006146,0.230368,24.37
0.006167,0.459067,25.128
0.006188,0.586771,25.29
0.006208,0.561313,25.065
0.006229,0.423593,25.437
0.00625,0.236211,24.619
0.006271,0.051749,25.198
0.006292,-0.086388,25.169
0.006312,-0.180705,25.344
0.006333,-0.199068,25.041
0.006354,-0.101412,24.932
0.006375,0.048411,24.956
0.006396,0.214092,24.995
0.006417,0.309661,25.449
0.006438,0.285873,25.464
0.006458,0.176532,24.659
0.006479,-0.022536,24.97
0.0065,-0.182375,25.028
0.006521,-0.265424,24.983
0.006542,-0.244975,25.29
0.006562,-0.11894,24.917
0.006583,0.072616,25.294
0.006604,0.324268,24.481
0.006625,0.529179,25.374
0.006646,0.65104,24.774
0.006667,0.577172,25.469
0.006688,0.321347,24.452
0.006708,-0.008764,25.344
0.006729,-0.349308,25.18
0.00675,-0.575085,25.195
0.006771,-0.692773,24.756
0.006792,-0.708215,24.249
0.006812,-0.609724,25.458
0.006833,-0.441956,24.84
0.006854,-0.232455,25.049
0.006875,0.001252,25.096
0.006896,0.181957,25.273
0.006917,0.268763,25.272
0.006938,0.279613,25.367
0.006958,0.281283,24.763
0.006979,0.328441,24.829
0.007,0.373513,24.93
0.007021,0.391459,25.226
0.007042,0.379773,24.601
0.007062,0.350977,25.067
0.007083,0.268345,25.44
0.007104,0.136051,24.801
0.007125,-0.024623,24.565
0.007146,-0.214509,25.131
0.007167,-0.366001,24.861
0.007188,-0.403144,25.174
0.007208,-0.275023,24.395
0.007229,-0.032135,25.204
0.00725,0.247061,25.571
0.007271,0.525423,25.125
0.007292,0.729916,25.114
0.007312,0.812548,24.893
0.007333,0.806705,25.078
0.007354,0.690269,25.425
0.007375,0.440287,25.112
0.007396,0.083884,25.285
0.007417,-0.285039,25.045
0.007438,-0.555471,25.094
0.007458,-0.696112,25.023
0.007479,-0.689017,24.732
0.0075,-0.564235,24.537
0.007521,-0.36308,25.089
0.007542,-0.126035,24.828
0.007562,0.111011,24.988
0.007583,0.282952,24.716
0.007604,0.302567,24.621
0.007625,0.193643,24.55
0.007646,0.024623,25.124
0.007667,-0.108089,24.591
0.007688,-0.110176,24.967
0.007708,0.001669,25.054
0.007729,0.186131,24.903
0.00775,0.399388,24.575
0.007771,0.585936,25.176
0.007792,0.723239,25.337
0.007812,0.774988,24.574
0.007833,0.695277,24.795
0.007854,0.45072,25.114
0.007875,0.116019,24.923
0.007896,-0.205328,25.352
0.007917,-0.45072,25.315
0.007938,-0.578424,25.101
0.007958,-0.647284,24.463
0.007979,-0.703624,25.308
0.008,-0.741601,24.855
0.008021,-0.754121,25.398
0.008042,-0.745775,24.648
0.008062,-0.747861,25.157
0.008083,-0.663977,25.242
0.008104,-0.394797,25.003
0.008125,0.033387,25.244
0.008146,0.570912,25.099
0.008167,1.067121,24.699
0.008188,1.406831,25.112
0.008208,1.551645,24.722
0.008229,1.500731,25.445
0.00825,1.405996,25.455
0.008271,1.284969,25.022
0.008292,1.097587,24.712
0.008312,0.866384,24.953
0.008333,0.532517,25.075
0.008354,0.238297,24.721
0.008375,0.024205,25.455
0.008396,-0.075955,24.823
0.008417,-0.068443,24.951
0.008438,-0.111845,25.024
0.008458,-0.212005,25.093
0.008479,-0.394797,24.637
0.0085,-0.552967,25.776
0.008521,-0.661056,24.727
0.008542,-0.765807,24.705
0.008562,-0.829241,24.879
0.008583,-0.804201,25.131
0.008604,-0.660221,24.662
0.008625,-0.378939,25.375
0.008646,-0.017945,25.151
0.008667,0.313,25.068
0.008688,0.635181,25.207
0.008708,0.932323,24.534
0.008729,1.127217,25.302
0.00875,1.0642,25.369
0.008771,0.648119,24.908
0.008792,-0.079293,25.192
0.008812,-0.951937,25.037
0.008833,-1.646797,24.841
0.008854,-1.924741,25.222
0.008875,-1.718996,25.203
0.008896,-1.109272,25.436
0.008917,-0.238715,25.229
0.008938,0.761216,25.048
0.008958,1.720248,24.96
0.008979,2.453503,25.259
0.009,2.826181,25.325
0.009021,2.680115,25.025
0.009042,1.986507,25.636
0.009062,0.924393,25.127
0.009083,-0.258747,24.828
0.009104,-1.237393,25.249
0.009125,-1.821243,24.886
0.009146,-1.926828,25.331
0.009167,-1.616749,24.848
0.009188,-1.055436,25.043
0.009208,-0.341796,25.378
0.009229,0.333449,25.247
0.00925,0.827572,24.972
0.009271,0.990332,25.518
0.009292,0.823399,24.883
0.009312,0.469917,24.976
0.009333,0.027961,25.264
0.009354,-0.354316,25.378
0.009375,-0.598456,25.293
0.009396,-0.626835,25.3
0.009417,-0.427349,24.925
0.009438,-0.040481,25.081
0.009458,0.422341,25.43
0.009479,0.746192,25.169
0.0095,0.766224,24.692
0.009521,0.473673,25.567
0.009542,0.011685,24.73
0.009562,-0.446547,24.888
0.009583,-0.732837,25.599
0.009604,-0.838005,25.105
0.009625,-0.796272,25.072
0.009646,-0.570495,24.646
0.009667,-0.192808,25.254
0.009688,0.298393,25.079
0.009708,0.784169,25.129
0.009729,1.101343,24.851
0.00975,1.190652,25.173
0.009771,1.048759,24.747
0.009792,0.767476,25.145
0.009812,0.448633,24.63
0.009833,0.166099,24.784
0.009854,-0.018363,25.187
0.009875,-0.154413,25.089
0.009896,-0.26292,25.049
0.009917,-0.325103,24.94
0.009938,-0.348473,25.129
0.009958,-0.320095,25.036
0.009979,-0.292968,25.074
0.01,-0.249983,25.715
0.010021,-0.169437,25.297
0.010042,-0.056757,25.477
0.010062,0.124365,25.029
0.010083,0.303819,24.743
0.010104,0.469083,24.92
0.010125,0.590109,25.157
0.010146,0.646867,25.293
0.010167,0.658552,24.905
0.010188,0.546289,25.263
0.010208,0.318008,24.86
0.010229,0.015441,25.06
0.01025,-0.258329,24.785
0.010271,-0.409404,24.553
0.010292,-0.424011,25.377
0.010312,-0.344717,24.803
0.010333,-0.271267,24.801
0.010354,-0.218265,24.479
0.010375,-0.120609,25.076
0.010396,0.074285,25.326
0.010417,0.314252,25.169
0.010438,0.527509,25.332
0.010458,0.642276,24.784
0.010479,0.634347,24.567
0.0105,0.569243,24.743
0.010521,0.514572,25.16
0.010542,0.481185,24.698
0.010562,0.355985,25.207
0.010583,0.127287,24.734
0.010604,-0.129791,24.324
0.010625,-0.325103,24.247
0.010646,-0.349308,24.877
0.010667,-0.241219,25.074
0.010688,-0.060096,24.615
0.010708,0.117271,24.756
0.010729,0.232037,24.975
0.01075,0.335536,25.033
0.010771,0.423593,24.674
0.010792,0.452389,24.549
0.010812,0.383529,24.736
0.010833,0.211171,24.522
0.010854,0.048411,24.944
0.010875,-0.025457,24.688
0.010896,0.027961,25.004
0.010917,0.158169,25.229
0.010938,0.22536,25.293
0.010958,0.222021,25.0
0.010979,0.164847,24.919
0.011,0.116853,24.941
0.011021,0.108089,25.097
0.011042,0.058009,25.111
0.011062,-0.060931,24.853
0.011083,-0.23788,25.22
0.011104,-0.358907,25.028
0.011125,-0.325103,25.069
0.011146,-0.190721,24.71
0.011167,-0.037977,25.145
0.011188,0.032969,24.667
0.011208,0.010851,24.603
0.011229,-0.026709,24.993
0.01125,-0.06886,24.971
0.011271,-0.077207,25.051
0.011292,-0.086388,24.986
0.011312,-0.159839,25.161
0.011333,-0.18154,25.324
0.011354,-0.107255,25.089
0.011375,0.095152,25.277
0.011396,0.402727,24.607
0.011417,0.652292,24.869
0.011438,0.782917,24.861
0.011458,0.764555,24.659
0.011479,0.605968,24.754
0.0115,0.337205,24.743
0.011521,-0.015441,25.713
0.011542,-0.374348,24.701
0.011562,-0.661473,25.251
0.011583,-0.8138,25.08
0.011604,-0.737011,25.246
0.011625,-0.464909,24.726
0.011646,-0.108924,24.692
0.011667,0.226612,24.706
0.011688,0.461571,24.687
0.011708,0.626,24.798
0.011729,0.702789,24.567
0.01175,0.729081,25.23
0.011771,0.669403,25.179
0.011792,0.5008,24.957
0.011812,0.32552,25.188
0.011833,0.194477,25.241
0.011854,0.166933,25.322
0.011875,0.186965,25.612
0.011896,0.179871,24.96
0.011917,0.106837,24.451
0.011938,-0.041316,25.629
0.011958,-0.167768,25.163
0.011979,-0.237045,24.778
0.012,-0.26918,24.543
0.012021,-0.272936,24.836
0.012042,-0.253321,24.537
0.012062,-0.190304,25.093
0.012083,-0.066356,24.664
0.012104,0.063017,25.683
0.012125,0.171941,24.86
0.012146,0.239967,24.448
0.012167,0.249565,24.954
0.012188,0.256243,25.019
0.012208,0.261668,24.858
0.012229,0.305071,25.541
0.01225,0.354316,25.401
0.012271,0.362663,25.341
0.012292,0.361411,24.904
0.012312,0.335953,25.538
0.012333,0.318008,24.932
0.012354,0.271267,24.899
0.012375,0.145649,24.846
0.012396,-0.013355,25.39
0.012417,-0.143563,24.768
0.012438,-0.16902,24.682
0.012458,-0.108924,24.932
0.012479,-0.001252,25.032
0.0125,0.135216,24.454
0.012521,0.239549,25.221
0.012542,0.329693,25.211
0.012562,0.434444,25.297
0.012583,0.524588,25.195
0.012604,0.515824,25.442
0.012625,0.357237,25.027
0.012646,0.157752,25.149
0.012667,-0.009599,25.32
0.012688,-0.161091,25.209
0.012708,-0.199903,25.262
0.012729,-0.172359,24.705
0.01275,-0.199903,25.067
0.012771,-0.311748,24.833
0.012792,-0.376852,25.127
0.012812,-0.252904,25.36
0.012833,-0.073033,25.709
0.012854,0.089727,25.266
0.012875,0.234541,24.823
0.012896,0.381025,24.779
0.012917,0.50706,24.69
0.012938,0.603881,25.275
0.012958,0.687348,24.831
0.012979,0.610141,24.972
0.013,0.345552,24.96
0.013021,-0.053001,25.019
0.013042,-0.411491,25.291
0.013062,-0.549211,25.093
0.013083,-0.615567,25.278
0.013104,-0.608889,24.86
0.013125,-0.514155,25.086
0.013146,-0.279613,24.921
0.013167,0.147319,24.902
0.013188,0.461153,24.753
0.013208,0.605133,24.971
0.013229,0.611811,25.439
0.01325,0.383947,25.426
0.013271,0.054253,24.873
0.013292,-0.134799,24.444
0.013312,-0.164012,25.081
0.013333,-0.121027,24.849
0.013354,-0.114349,24.453
0.013375,-0.039647,25.058
0.013396,0.296307,24.523
0.013417,0.535856,25.071
0.013438,0.637685,24.699
0.013458,0.635599,24.931
0.013479,0.436948,25.001
0.0135,0.259164,25.022
0.013521,-0.009181,24.194
0.013542,-0.127704,25.473
0.013562,-0.053419,24.825
0.013583,-0.060513,25.447
0.013604,-0.008764,24.717
0.013625,-0.002921,24.985
0.013646,0.153996,24.932
0.013667,0.362245,24.972
0.013688,0.328441,24.943
0.013708,0.160673,25.175
0.013729,-0.156917,24.655
0.01375,-0.338875,25.097
0.013771,-0.447799,24.374
0.013792,-0.48828,24.986
0.013812,-0.365584,25.043
0.013833,-0.183627,24.887
0.013854,0.088057,25.369
0.013875,0.180705,25.48
0.013896,0.270849,25.122
0.013917,0.442373,25.318
0.013938,0.449051,25.032
0.013958,0.343465,25.293
0.013979,0.159839,25.155
0.014,0.052584,24.695
0.014021,-0.007929,25.049
0.014042,-0.014189,25.275
0.014062,0.047993,24.866
0.014083,0.033804,25.833
0.014104,0.069695,24.474
0.014125,0.160673,24.746
0.014146,0.236628,25.414
0.014167,0.268763,24.557
0.014188,0.178201,24.98
0.014208,-0.003339,24.847
0.014229,-0.123948,25.04
0.01425,-0.134381,25.091
0.014271,0.01878,25.323
0.014292,0.209084,24.748
0.014312,0.258329,24.075
0.014333,0.302149,24.991
0.014354,0.242888,24.977
0.014375,0.128539,24.937
0.014396,0.023788,25.042
0.014417,-0.071364,25.128
0.014438,-0.077624,25.022
0.014458,-0.171524,25.082
0.014479,-0.357655,24.861
0.0145,-0.578424,24.985
0.014521,-0.685261,24.899
0.014542,-0.61974,25.13
0.014562,-0.501217,24.924
0.014583,-0.473673,24.866
0.014604,-0.584684,24.398
0.014625,-0.596369,25.277
0.014646,-0.332197,25.048
0.014667,0.170689,25.019
0.014688,0.550463,24.602
0.014708,0.666064,25.033
0.014729,0.65104,24.838
0.01475,0.560061,24.836
0.014771,0.482855,24.964
0.014792,0.348891,25.307
0.014812,0.194895,24.762
0.014833,0.036308,24.275
0.014854,-0.149405,25.232
0.014875,-0.193225,24.868
0.014896,-0.098073,25.194
0.014917,0.116436,24.582
0.014938,0.338875,24.801
0.014958,0.431105,25.65
0.014979,0.474925,25.33
0.015,0.508312,24.964
0.015021,0.609724,24.851
0.015042,0.754956,24.806
0.015062,0.888085,25.018
0.015083,0.940252,24.716
0.015104,0.772067,24.604
0.015125,0.519163,24.699
0.015146,0.281283,24.941
0.015167,0.022119,25.22
0.015188,-0.261668,24.855
0.015208,-0.5947,25.143
0.015229,-0.88266,24.564
0.01525,-0.992419,25.25
0.015271,-0.899771,25.413
0.015292,-0.642276,24.664
0.015312,-0.314252,25.469
0.015333,-0.029213,25.106
0.015354,0.16276,24.855
0.015375,0.300897,25.114
0.015396,0.440287,25.179
0.015417,0.542116,25.203
0.015438,0.537525,25.156
0.015458,0.401475,24.987
0.015479,0.196981,25.614
0.0155,0.121027,24.845
0.015521,0.202824,25.03
0.015542,0.291716,24.705
0.015562,0.308409,24.808
0.015583,0.278361,25.338
0.015604,0.282117,24.757
0.015625,0.311331,25.305
0.015646,0.323851,24.814
0.015667,0.272519,25.11
0.015688,0.189052,25.358
0.015708,0.113515,25.245
0.015729,0.03756,24.676
0.01575,-0.010433,25.559
0.015771,-0.025875,25.014
0.015792,0.016693,24.641
0.015812,0.105168,24.999
0.015833,0.165681,24.89
0.015854,0.133129,25.198
0.015875,0.048411,24.97
0.015896,-0.009599,24.706
0.015917,-0.081797,25.091
0.015938,-0.173611,24.783
0.015958,-0.309661,25.218
0.015979,-0.46324,25.265
0.016,-0.537108,24.982
0.016021,-0.499548,24.767
0.016042,-0.421089,24.624
0.016062,-0.444877,24.792
0.016083,-0.543785,25.164
0.016104,-0.608472,24.576
0.016125,-0.635599,24.659
0.016146,-0.663977,25.124
0.016167,-0.620992,24.935
0.016188,-0.472421,24.958
0.016208,-0.218265,25.88
0.016229,0.108089,24.589
0.01625,0.417333,25.146
0.016271,0.650623,25.533
0.016292,0.749113,25.281
0.016312,0.787508,24.846
0.016333,0.741184,25.175
0.016354,0.617236,24.534
0.016375,0.492036,25.087
0.016396,0.323851,24.823
0.016417,0.207832,25.029
0.016438,0.128121,24.446
0.016458,0.055923,24.979
0.016479,0.060513,25.445
0.0165,0.098073,25.427
0.016521,0.140224,24.847
0.016542,0.137303,24.514
0.016562,0.102247,24.967
0.016583,0.078041,24.881
0.016604,0.050915,24.765
0.016625,0.055505,25.584
0.016646,0.092648,25.14
0.016667,0.135633,24.816
0.016688,0.189469,25.122
0.016708,0.285456,25.06
0.016729,0.438617,24.96
0.01675,0.570077,24.978
0.016771,0.609724,25.702
0.016792,0.5321,24.946
0.016812,0.384781,24.775
0.016833,0.223691,24.883
0.016854,0.085136,24.933
0.016875,-0.015024,25.276
0.016896,-0.089309,25.146
0.016917,-0.101412,24.563
0.016938,-0.043403,25.244
0.016958,0.10642,24.829
0.016979,0.302984,24.88
0.017,0.50706,24.854
0.017021,0.658135,24.809
0.017042,0.704876,25.271
0.017062,0.717396,25.191
0.017083,0.684844,25.473
0.017104,0.661473,25.176
0.017125,0.675663,24.813
0.017146,0.681088,25.15
0.017167,0.676497,25.141
0.017188,0.61348,25.335
0.017208,0.489949,24.937
0.017229,0.285873,25.166
0.01725,-0.022119,25.367
0.017271,-0.356403,24.821
0.017292,-0.647701,24.839
0.017312,-0.808375,24.989
0.017333,-0.787091,25.245
0.017354,-0.647284,25.054
0.017375,-0.432357,25.192
0.017396,-0.192808,25.179
0.017417,0.065521,23.912
0.017438,0.345969,25.094
0.017458,0.542951,25.533
0.017479,0.602212,24.829
0.0175,0.498713,25.389
0.017521,0.290047,25.709
0.017542,0.086388,25.194
0.017562,-0.088057,24.962
0.017583,-0.188635,24.87
0.017604,-0.258329,25.525
0.017625,-0.330945,24.781
0.017646,-0.351812,25.4
0.017667,-0.281283,24.665
0.017688,-0.109759,25.019
0.017708,0.048828,25.183
0.017729,0.097239,24.734
0.01775,0.069277,24.663
0.017771,0.013772,24.969
0.017792,0.008764,25.329
0.017812,0.086388,24.964
0.017833,0.192391,24.768
0.017854,0.281283,24.914
0.017875,0.335119,24.552
0.017896,0.396049,25.085
0.017917,0.477012,25.36
0.017938,0.519997,24.193
0.017958,0.459901,25.048
0.017979,0.28796,25.024
0.018,0.027961,24.711
0.018021,-0.212005,25.124
0.018042,-0.355151,24.936
0.018062,-0.401475,24.849
0.018083,-0.393963,25.117
0.018104,-0.415247,25.143
0.018125,-0.393963,25.081
0.018146,-0.307157,24.592
0.018167,-0.151492,24.536
0.018188,0.060513,25.062
0.018208,0.224525,24.579
0.018229,0.320929,24.726
0.01825,0.332197,24.834
0.018271,0.338875,24.418
0.018292,0.360159,24.774
0.018312,0.329693,24.939
0.018333,0.249148,24.668
0.018354,0.101412,25.587
0.018375,0.023371,25.148
0.018396,0.090144,25.064
0.018417,0.210336,25.224
0.018438,0.341796,25.472
0.018458,0.390207,24.996
0.018479,0.399805,24.771
0.0185,0.398136,25.18
0.018521,0.368088,25.233
0.018542,0.335953,25.173
0.018562,0.201989,25.085
0.018583,0.065104,24.632
0.018604,-0.009181,25.025
0.018625,0.0,25.224
0.018646,0.113515,25.176
0.018667,0.228281,25.321
0.018688,0.292551,25.155
0.018708,0.231203,25.236
0.018729,0.121861,25.293
0.01875,0.016276,25.051
0.018771,-0.107672,25.135
0.018792,-0.194895,24.602
0.018812,-0.297976,24.545
0.018833,-0.350977,25.143
0.018854,-0.305488,24.917
0.018875,-0.16902,25.468
0.018896,0.045072,25.116
0.018917,0.207415,24.907
0.018938,0.287125,25.28
0.018958,0.251652,25.278
0.018979,0.180288,25.389
0.019,0.135216,25.135
0.019021,0.065939,24.837
0.019042,-0.016693,25.637
0.019062,-0.108924,25.135
0.019083,-0.159839,24.785
0.019104,-0.135216,24.897
0.019125,-0.035891,24.883
0.019146,0.124365,24.986
0.019167,0.249565,25.341
0.019188,0.297141,25.137
0.019208,0.309244,24.935
0.019229,0.277944,25.355
0.01925,0.201155,24.842
0.019271,0.070112,24.765
0.019292,-0.082215,24.703
0.019312,-0.189052,24.938
0.019333,-0.232872,25.236
0.019354,-0.181123,25.109
0.019375,-0.075537,24.89
0.019396,-0.000417,24.879
0.019417,0.042151,25.32
0.019438,0.043403,25.312
0.019458,0.064269,25.447
0.019479,0.130625,24.492
0.0195,0.160256,24.674
0.019521,0.128539,24.514
0.019542,0.028379,25.044
0.019562,-0.074703,24.892
0.019583,-0.110176,25.266
0.019604,-0.104333,25.147
0.019625,-0.117688,25.021
0.019646,-0.176532,24.642
0.019667,-0.228699,24.96
0.019688,-0.198651,25.096
0.019708,-0.069277,25.003
0.019729,0.134799,24.719
0.01975,0.309244,25.084
0.019771,0.395632,24.901
0.019792,0.435279,25.122
0.019812,0.458649,24.713
0.019833,0.478264,24.731
0.019854,0.466161,25.102
0.019875,0.379773,25.264
0.019896,0.234124,25.191
0.019917,0.091813,25.235
0.019938,0.012937,25.335
0.019958,0.040064,24.416
0.019979,0.118523,24.867
0.02,0.160673,25.867
0.020021,0.158587,24.737
0.020042,0.142728,24.693
0.020062,0.170272,25.486
0.020083,0.235793,24.782
0.020104,0.261668,25.002
0.020125,0.229533,25.19
0.020146,0.164847,25.355
0.020167,0.126452,24.965
0.020188,0.155665,25.252
0.020208,0.230368,25.382
