Time,electric current
2025-05-02 17:09:26,15.922468922219998
2025-05-02 17:09:27,15.917805491742506
2025-05-02 17:09:28,15.969847691790006
2025-05-02 17:09:29,15.872659667049081
2025-05-02 17:09:30,16.000141314684107
2025-05-02 17:09:31,16.151757043201414
2025-05-02 17:09:32,16.18840527910839
2025-05-02 17:09:33,16.619495372035075
2025-05-02 17:09:34,16.78465462093398
2025-05-02 17:09:35,16.764443539809445
2025-05-02 17:09:36,16.69924449038038
2025-05-02 17:09:37,16.6574474731717
2025-05-02 17:09:38,16.567127171281328
2025-05-02 17:09:39,16.770328971856458
2025-05-02 17:09:40,16.644710510043257
2025-05-02 17:09:41,16.63010704562598
2025-05-02 17:09:42,16.53482415109097
2025-05-02 17:09:43,16.723156040156468
2025-05-02 17:09:44,16.467790226245164
2025-05-02 17:09:45,16.402533798552703
2025-05-02 17:09:46,16.38058856311423
2025-05-02 17:09:47,16.438078511145683
2025-05-02 17:09:48,16.52104939294012
2025-05-02 17:09:49,16.482203298493655
2025-05-02 17:09:50,16.66025427986016
2025-05-02 17:09:51,16.71691566880221
2025-05-02 17:09:52,17.161137615270192
2025-05-02 17:09:53,16.8896123908346
2025-05-02 17:09:54,17.001331766141796
2025-05-02 17:09:55,16.81318895359905
2025-05-02 17:09:56,
2025-05-02 17:09:57,17.026884123119356
2025-05-02 17:09:58,
2025-05-02 17:09:59,
2025-05-02 17:10:00,16.96673195701269
2025-05-02 17:10:01,16.95487815012832
2025-05-02 17:10:02,16.57113130728771
2025-05-02 17:10:03,16.56234092959741
2025-05-02 17:10:04,
2025-05-02 17:10:05,
2025-05-02 17:10:06,
2025-05-02 17:10:07,16.51264167119444
2025-05-02 17:10:08,
2025-05-02 17:10:09,16.545518734116744
2025-05-02 17:10:10,16.40980432766589
2025-05-02 17:10:11,16.537969863590902
2025-05-02 17:10:12,
2025-05-02 17:10:13,16.616489456883517
2025-05-02 17:10:14,
2025-05-02 17:10:15,16.78149160354748
2025-05-02 17:10:16,
2025-05-02 17:10:17,16.45079172221274
2025-05-02 17:10:18,16.107414886400854
2025-05-02 17:10:19,15.941274479727273
2025-05-02 17:10:20,16.025838257843454
2025-05-02 17:10:21,15.999849622088048
2025-05-02 17:10:22,15.927817461336595
2025-05-02 17:10:23,15.874534999485718
2025-05-02 17:10:24,16.027227933248774
2025-05-02 17:10:25,16.154470235037703
2025-05-02 17:10:26,16.012747549449983
2025-05-02 17:10:27,16.065482193047696
2025-05-02 17:10:28,15.980728348649485
2025-05-02 17:10:29,16.413550565480858
2025-05-02 17:10:30,16.280452942679567
2025-05-02 17:10:31,16.224138092517475
2025-05-02 17:10:32,16.161333019493096
2025-05-02 17:10:33,16.082300334261678
2025-05-02 17:10:34,16.107701643749454
2025-05-02 17:10:35,16.156855473719947
2025-05-02 17:10:36,15.865483382752707
2025-05-02 17:10:37,15.762312582993582
2025-05-02 17:10:38,15.524608075496365
2025-05-02 17:10:39,15.747147455527768
2025-05-02 17:10:40,16.1909506844219
2025-05-02 17:10:41,16.43995757371415
2025-05-02 17:10:42,16.50228581418069
2025-05-02 17:10:43,16.686357259074
2025-05-02 17:10:44,16.716386132610687
2025-05-02 17:10:45,17.01462517323702
2025-05-02 17:10:46,17.134857416482305
2025-05-02 17:10:47,17.093462850011885
2025-05-02 17:10:48,16.8901231481046
2025-05-02 17:10:49,16.7749182722062
2025-05-02 17:10:50,16.831413458097444
2025-05-02 17:10:51,16.610740748317834
2025-05-02 17:10:52,16.570813961056842
2025-05-02 17:10:53,16.812024999376426
2025-05-02 17:10:54,16.81730127894263
2025-05-02 17:10:55,17.17470672260042
2025-05-02 17:10:56,17.435222778269644
2025-05-02 17:10:57,17.38344426701696
2025-05-02 17:10:58,17.13874370975417
2025-05-02 17:10:59,17.130095399877185
2025-05-02 17:11:00,17.04354495851162
2025-05-02 17:11:01,17.111547365373095
2025-05-02 17:11:02,17.402170081578568
2025-05-02 17:11:03,17.199990985262467
2025-05-02 17:11:04,17.130012904387513
2025-05-02 17:11:05,17.1898419232046
2025-05-02 17:11:06,17.39415767960812
2025-05-02 17:11:07,17.486095536595165
2025-05-02 17:11:08,17.560676626214136
2025-05-02 17:11:09,17.802719908797613
2025-05-02 17:11:10,17.89156161689412
2025-05-02 17:11:11,17.84889656508481
2025-05-02 17:11:12,17.859208931105794
2025-05-02 17:11:13,17.731923246329142
2025-05-02 17:11:14,17.830332832061277
2025-05-02 17:11:15,18.0
2025-05-02 17:11:16,17.46361853963141
2025-05-02 17:11:17,17.68290742651825
2025-05-02 17:11:18,17.672732671235057
2025-05-02 17:11:19,17.755700951898312
2025-05-02 17:11:20,17.87494028762646
2025-05-02 17:11:21,17.461780061638102
2025-05-02 17:11:22,17.2464910947515
2025-05-02 17:11:23,17.186526844040376
2025-05-02 17:11:24,17.04406215164424
2025-05-02 17:11:25,17.09341822491084
2025-05-02 17:11:26,17.000725099835716
2025-05-02 17:11:27,16.692701250287314
2025-05-02 17:11:28,16.802925871903067
2025-05-02 17:11:29,17.000969112504883
2025-05-02 17:11:30,17.102562803035664
2025-05-02 17:11:31,16.974245976212465
2025-05-02 17:11:32,16.927286538809113
2025-05-02 17:11:33,17.026013537698333
2025-05-02 17:11:34,17.134600307088746
2025-05-02 17:11:35,17.315853573694895
2025-05-02 17:11:36,17.262851552297864
2025-05-02 17:11:37,17.007067288759316
2025-05-02 17:11:38,16.884844555126286
2025-05-02 17:11:39,16.980953503984082
2025-05-02 17:11:40,17.11488239028685
2025-05-02 17:11:41,17.515431681471497
2025-05-02 17:11:42,17.536526462450738
2025-05-02 17:11:43,17.58056151272379
2025-05-02 17:11:44,17.548644508941294
2025-05-02 17:11:45,17.4756058351621
2025-05-02 17:11:46,17.616339548651887
2025-05-02 17:11:47,17.67997193023491
2025-05-02 17:11:48,17.642657863333127
2025-05-02 17:11:49,17.448292751520448
2025-05-02 17:11:50,17.42613795024508
2025-05-02 17:11:51,17.35575406556324
2025-05-02 17:11:52,17.581708102622727
2025-05-02 17:11:53,17.752207974920502
2025-05-02 17:11:54,17.568173508445064
2025-05-02 17:11:55,17.77828498393766
2025-05-02 17:11:56,17.675318783481277
